!niti	niti
!predstavitelj	predstavitelji
skrajnji	skrajnja
skrajnji	skrajnje
skrajnji	skrajnjega
skrajnji	skrajnjem
skrajnji	skrajnjemu
skrajnji	skrajnjih
skrajnji	skrajnjim
skrajnji	skrajnjima
skrajnji	skrajnjimi
skrajnji	skrajnjo
skrajnost	skrajnosti
skrajnost	skrajnostma
skrajnost	skrajnostmi
skrajšan	skrajšana
skrajšan	skrajšane
skrajšan	skrajšanega
skrajšan	skrajšanem
skrajšan	skrajšani
skrajšan	skrajšanim
skrajšan	skrajšano
skrajšanje	skrajšanja
skrajšati	skrajša
skrajšati	skrajšal
skrajšati	skrajšala
skrajšati	skrajšali
skrajšati	skrajšalo
skrajšati	skrajšamo
skrajšujoč	skrajšujočih
škrat	škrata
škrat	škrate
škrat	škrati
škrat	škratom
škrat	škratov
škratek	škratki
škrateljc	škrateljci
škrateljski	škrateljska
skrb	skrbeh
skrb	skrbem
skrb	skrbi
skrb	skrbjo
škrbast	škrbaste
Škrbčev	Škrbčeva
skrben	skrbna
skrben	skrbne
skrben	skrbnega
skrben	skrbnem
skrben	skrbni
skrben	skrbnih
skrben	skrbnim
skrben	skrbno
skrbeti	skrbel
skrbeti	skrbela
skrbeti	skrbele
skrbeti	skrbeli
skrbeti	skrbelo
skrbeti	skrbi
skrbeti	skrbijo
skrbeti	skrbim
skrbeti	skrbimo
skrbeti	skrbita
skrbeti	skrbite
škrbina	škrbine
škrbina	škrbino
skrbnik	skr
skrbnik	skrbnike
skrbnik	skrbniki
skrbnik	skrbnikom
skrbnik	skrbnikov
skrbniški	skrbniških
skrbništvo	skrbništvu
skrbno	skrbneje
skrbnost	skrbnostim
skrbnost	skrbnostjo
skrčen	skrčeni
skrčen	skrčenimi
skrčiti	skrči
skrčiti	skrčil
skrčiti	skrčila
skrčiti	skrčili
skrčiti	skrčilo
skregan	skregana
skregan	skreganimi
skregan	skregano
skregati	skregala
skregati	skregali
skregati	skregata
skremžiti	skremži
skremžiti	skremžil
škrga	škrge
skrilast	skrilasti
skrinja	skrinje
skrinja	skrinji
skrinja	skrinjo
skrinjica	skrinjic
skrinjica	skrinjice
skrinjica	skrinjico
škripajoč	škripajoča
škripanje	škripanja
škripati	škripa
škripati	škripalo
škripati	škriplje
škripec	škripca
škripec	škripcih
skripta	skripto
skripten	skriptni
skripten	skriptno
skripting	skriptingi
skrit	skrita
skrit	skrite
skrit	skritega
skrit	skriti
skrit	skritih
skrit	skritimi
skrit	skrito
skriti	skrije
skriti	skrijejo
skriti	skrijemo
skriti	skriješ
skriti	skrijete
skriti	skrijte
skriti	skril
skriti	skrila
skriti	skrili
skrivač	skrivače
skrivališče	skrivališča
skrivališče	skrivališčih
skrivališče	skrivališču
skrivalnica	skrivalnice
skrivanje	skrivanja
skrivanje	skrivanju
skrivati	skriva
skrivati	skrivajo
skrivati	skrival
skrivati	skrivala
skrivati	skrivali
skrivati	skrivalo
skrivati	skrivaš
skrivati	skrivat
skrivati	skrivata
skriven	skrivna
skriven	skrivne
skriven	skrivnega
skriven	skrivni
skriven	skrivnih
skriven	skrivnim
skriven	skrivno
skrivenčen	skrivenčeni
skriviti	skrivi
skriviti	skrivijo
skriviti	skrivil
skriviti	skrivila
skriviti	skrivile
skriviti	skrivili
skriviti	skrivilo
skriviti	skrivim
skriviti	skrivimo
skriviti	skriviš
skriviti	skrivit
skriviti	skrivita
skriviti	skrivite
skriviti	skriviva
skriviti	skrivljen
skriviti	skrivljena
skriviti	skrivljene
skriviti	skrivljeni
skriviti	skrivljeno
skrivljen	skrivljene
skrivnopisen	skrivnopisni
skrivnost	skrivnosti
skrivnost	skrivnostih
skrivnost	skrivnostim
skrivnost	skrivnostjo
skrivnost	skrivnostmi
skrivnosten	skrivnostna
skrivnosten	skrivnostne
skrivnosten	skrivnostnega
skrivnosten	skrivnostnejše
skrivnosten	skrivnostnem
skrivnosten	skrivnostnemu
skrivnosten	skrivnostni
skrivnosten	skrivnostnih
skrivnosten	skrivnostnim
skrivnosten	skrivnostno
Škrkov	Škrkova
Škrkov	Škrkove
škrlaten	škrlatna
škrlaten	škrlatni
škrlaten	škrlatnih
škrlaten	škrlatnim
škrlaten	škrlatno
škrlatinka	škrlatinki
škrlatnordeč	škrlatnordečimi
skroatizirati	skroatizirali
škrob	škroba
škrobast	škrobaste
škroben	škrobno
skrojiti	skrojil
skromen	skromna
skromen	skromne
skromen	skromnega
skromen	skromnejše
skromen	skromnejši
skromen	skromnejših
skromen	skromnejšim
skromen	skromnem
skromen	skromnemu
skromen	skromni
skromen	skromnih
skromen	skromnim
skromen	skromnimi
skromen	skromno
skromnost	skromnosti
škropilen	škropilna
škropiti	škropili
škropiti	škropimo
škropljenje	škropljenju
skrpucalo	skrpucala
skrtačiti	skrtačijo
škrtariti	škrtari
skrunilec	skrunilca
skrunilec	skrunilce
skrunilec	skrunilcem
skrunilec	skrunilcema
skrunilec	skrunilcev
skrunilec	skrunilci
skrunilec	skrunilcih
skrunilec	skrunilcu
skrunjenje	skrunjenjem
škržat	škržate
škržen	škržne
škržen	škržnega
škržen	škržni
škržen	škržnih
skud	skudov
skuhati	skuha
skuhati	skuhajo
skuhati	skuhajte
skuhati	skuhal
skuhati	skuhala
skuhati	skuhali
skuhati	skuhamo
skulptura	skulptur
skulptura	skulpturami
skulptura	skulpture
skulptura	skulpturo
skupaj	skupi
skupek	skupkih
skupek	skupkov
skupen	skupna
skupen	skupne
skupen	skupnega
skupen	skupnem
skupen	skupnemu
skupen	skupni
skupen	skupnih
skupen	skupnim
skupen	skupnimi
skupen	skupno
skupina	skupin
skupina	skupinah
skupina	skupinam
skupina	skupinama
skupina	skupinami
skupina	skupine
skupina	skupini
skupina	skupino
skupinica	skupinice
skupinica	skupinici
skupinski	skupinska
skupinski	skupinske
skupinski	skupinskega
skupinski	skupinskem
skupinski	skupinskih
skupinski	skupinskim
skupinski	skupinskimi
skupinski	skupinsko
skupiti	skupil
skupiti	skupila
skupnost	skupnosti
skupnost	skupnostih
skupnost	skupnostim
skupnost	skupnostjo
skupnost	skupnostma
skupnosten	skupnostnih
skupščina	skupščin
skupščina	skupščine
skupščina	skupščini
skupščina	skupščino
skupščinski	skupščinske
skuriti	skuril
skušati	skuša
skušati	skušaj
skušati	skušajo
skušati	skušajte
skušati	skušal
skušati	skušala
skušati	skušale
skušati	skušali
skušati	skušalo
skušati	skušam
skušati	skušamo
skušati	skušata
skušati	skušate
skusiti	skušen
skusiti	skušena
skusiti	skušene
skusiti	skušeni
skusiti	skušeno
skusiti	skusi
skusiti	skusijo
skusiti	skusil
skusiti	skusila
skusiti	skusile
skusiti	skusili
skusiti	skusilo
skusiti	skusim
skusiti	skusimo
skusiti	skusiš
skusiti	skusit
skusiti	skusita
skusiti	skusite
skusiti	skusiva
skušnjava	skušnjavi
skušnjava	skušnjavo
skuštran	skuštrane
skuštran	skuštranim
skuta	skuto
skuten	skutne
skuten	skutni
skuten	skutnih
skuter	skuterja
skuter	skuterje
skuter	skuterji
skutin	skutina
skvadron	skvadronov
skvalen	skvalena
skvariti	skvarili
skvarjen	skvarjeni
skvot	skvote
sl.	sl
sla	sle
sla	slo
slab	najslabša
slab	najslabše
slab	najslabšem
slab	najslabši
slab	najslabšim
slab	najslabšimi
slab	najslabšo
slab	preslabi
slab	slaba
slab	slabe
slab	slabega
slab	slabem
slab	slabi
slab	slabih
slab	slabim
slab	slabimi
slab	slabo
slab	slabša
slab	slabše
slab	slabšega
slab	slabšem
slab	slabši
slab	slabših
slab	slabšim
slab	slabšimi
slab	slabšo
slabeti	slabela
slabeti	slabi
slabeti	slabijo
slabitev	slabitve
slabiti	slabilo
slabo	najslabše
slabo	preslabo
slabo	slabš
slabo	slabše
slabokrvnost	slabokrvnosti
slabost	slabosti
slabost	slabostih
slabost	slabostmi
slaboten	slabotna
slaboten	slabotne
slaboten	slabotnega
slaboten	slabotni
slaboten	slabotnim
slaboten	slabotno
slaboumen	slaboumna
slaboumen	slaboumne
slaboumen	slaboumnega
slaboumen	slaboumnem
slaboumen	slaboumnemu
slaboumen	slaboumni
slaboumen	slaboumnih
slaboumen	slaboumnim
slaboumen	slaboumnima
slaboumen	slaboumnimi
slaboumen	slaboumno
slaboviden	slabovidnem
slaboviden	slabovidnemu
slaboviden	slabovidnih
slaboviden	slabovidno
slabšalen	slabšalnega
slabšalen	slabšalnem
slabšati	slabša
slabšati	slabšajo
slabšati	slabšali
slačenje	slačenjem
slačicirkus	slačicirkusa
slačilnica	slačilnici
slačiti	slači
slačiti	slačil
sladek	sladka
sladek	sladke
sladek	sladkega
sladek	sladkem
sladek	sladki
sladek	sladkih
sladek	sladkim
sladek	sladko
sladek	slajše
sladica	sladic
sladica	sladice
sladica	sladici
sladica	sladico
sladiti	sladimo
sladkarija	sladkarij
sladkarija	sladkarije
sladkast	sladkastim
sladkati	sladkali
sladkati	sladkalo
sladko	presladko
sladkoben	sladkobna
sladkoben	sladkobne
sladkoben	sladkobnega
sladkoben	sladkobnem
sladkoben	sladkobnemu
sladkoben	sladkobni
sladkoben	sladkobnih
sladkoben	sladkobnim
sladkoben	sladkobnima
sladkoben	sladkobnimi
sladkoben	sladkobno
sladkor	sladkorja
sladkor	sladkorjem
sladkor	sladkorjev
sladkorček	sladkorčkov
sladkoren	sladkorna
sladkoren	sladkorne
sladkoren	sladkorni
sladkoren	sladkornim
sladkoren	sladkornimi
sladkoren	sladkorno
sladkorna	sladkorne
sladkost	sladkosti
sladkovoden	sladkovodnega
sladokusec	sladokusce
sladoled	sladolede
sladoled	sladoledom
sladoled	sladoledu
sladoleden	sladolednem
Šlajmerjev	Šlajmerjevi
slak	slaka
slakar	slakarja
slakar	slakarje
slakar	slakarjem
slakar	slakarjema
slakar	slakarjev
slakar	slakarji
slakar	slakarjih
slakar	slakarju
slalom	slaloma
slalom	slalomu
slalomist	slalomiste
slalomist	slalomisti
slam	slamih
slam	slamu
slama	slame
slama	slamo
slamnat	slamnata
slamnat	slamnatih
slamnjača	slamnjači
slamnjača	slamnjačo
šlamparija	šlamparijo
slan	preslano
slan	slana
slan	slane
slan	slanega
slan	slanem
slan	slani
slan	slanih
slan	slano
slana	slanami
slana	slane
slana	slani
slanica	slanice
slanica	slanico
slanik	slanikov
slanina	slanine
slanina	slanino
slanost	slanostmi
slap	slapa
slap	slapom
slap	slapov
slap	slapovi
slap	slapu
slaščica	slaščic
slaščica	slaščicami
slaščičarna	slaščičarnah
slaščičarna	slaščičarni
slast	slasti
slasten	slastna
slasten	slastnimi
slasten	slastno
Slatina	Slatini
slatina	slatino
slatinarski	slatinarske
Slatnik	Slatniku
slava	slave
slava	slavi
slava	slavo
slavček	slavčka
slaven	najslavnejši
slaven	najslavnejših
slaven	slavna
slaven	slavne
slaven	slavnega
slaven	slavnejši
slaven	slavnem
slaven	slavnemu
slaven	slavni
slaven	slavnih
slaven	slavnim
slaven	slavnimi
slaven	slavno
Slavič	Slaviča
slavilen	slavilna
slavilen	slavilne
slavističen	slavističnega
slavističen	slavističnem
slaviti	slavi
slaviti	slavijo
slaviti	slavil
slaviti	slavila
slaviti	slavile
slaviti	slavili
slaviti	slavilo
slaviti	slavimo
slavjanski	slavjanskega
slavje	slavjih
slavje	slavju
Slavko	Slavka
slavljenec	slavljenca
slavljenka	slavljenko
slavnost	slavnosti
slavnost	slavnostjo
slavnosten	slavnostna
slavnosten	slavnostne
slavnosten	slavnostnem
slavnosten	slavnostnemu
slavnosten	slavnostni
slavnosten	slavnostnih
slavnosten	slavnostno
slavoločen	slavoločna
slavoločen	slavoločni
slavolok	slavoloku
slavonski	slavonskem
sleč	sleča
sleč	slečev
sleči	slečemo
sleči	sleci
sleči	slekel
sleči	slekla
sleči	slekli
sled	sledeh
sled	sledi
sled	sledjo
sled	sledmi
sled	sledov
sled	sledove
sled	sledovi
sled	sledovih
sled	sledu
sledeč	sledeča
sledeč	sledeče
sledeč	sledeči
sledeč	sledečih
sledeč	sledečo
sledenje	sledenja
sledilen	sledilnih
sledilnik	sledilnike
slediti	slede
slediti	sledi
slediti	sledijo
slediti	sledil
slediti	sledila
slediti	sledile
slediti	sledili
slediti	sledilo
slediti	sledim
slediti	sledimo
slediti	slediš
slediti	sledita
slediti	sledite
slednik	slednika
slednji	slednja
slednji	slednje
slednji	slednjega
slednji	slednjem
slednji	slednjemu
slednji	slednjih
slednji	slednjim
slednji	slednjo
sleherni	sleherna
sleherni	sleherne
sleherni	slehernega
sleherni	slehernem
sleherni	slehernemu
sleherni	sleherno
slehernik	slehernika
slehernik	slehernikov
sleme	slemena
sleme	slemenu
slep	slepa
slep	slepe
slep	slepega
slep	slepemu
slep	slepi
slep	slepih
slep	slepim
slep	slepimi
slep	slepo
slepar	sleparja
slepar	sleparje
slepar	sleparjem
slepar	sleparjema
slepar	sleparjev
slepar	sleparji
slepar	sleparjih
slepar	sleparju
sleparija	sleparije
slepariti	slepari
slepariti	sleparijo
slepariti	sleparil
slepariti	sleparila
slepariti	sleparile
slepariti	sleparili
slepariti	sleparilo
slepariti	sleparim
slepariti	sleparimo
slepariti	slepariš
slepariti	sleparit
slepariti	sleparita
slepariti	sleparite
slepariti	slepariva
sleparjev	sleparjeva
sleparjev	sleparjeve
sleparjev	sleparjevega
sleparjev	sleparjevem
sleparjev	sleparjevemu
sleparjev	sleparjevi
sleparjev	sleparjevih
sleparjev	sleparjevim
sleparjev	sleparjevima
sleparjev	sleparjevimi
sleparjev	sleparjevo
sleparski	sleparska
sleparski	sleparske
sleparski	sleparskega
sleparski	sleparskem
sleparski	sleparskemu
sleparski	sleparskih
sleparski	sleparskim
sleparski	sleparskima
sleparski	sleparskimi
sleparski	sleparsko
sleparstvo	sleparstev
sleparstvo	sleparstva
sleparstvo	sleparstvi
sleparstvo	sleparstvih
sleparstvo	sleparstvom
sleparstvo	sleparstvoma
sleparstvo	sleparstvu
slepec	slepca
slepec	slepce
slepec	slepcem
slepec	slepcema
slepec	slepcev
slepec	slepci
slepec	slepcih
slepec	slepcu
slepeč	slepeča
slepeč	slepeče
slepič	slepiča
slepilen	slepilnim
slepiti	slepijo
slepota	slepote
slepota	slepoto
šleva	šleve
Šlezija	Šlezije
šlezijski	šlezijskih
sličica	sličic
sličica	sličice
sličica	sličico
slika	slik
slika	slikah
slika	slikam
slika	slikami
slika	slike
slika	sliki
slika	sliko
slikanica	slikanic
slikanica	slikanice
slikanica	slikanico
slikanje	slikanja
slikanje	slikanjem
slikanje	slikanju
slikar	slikarja
slikar	slikarje
slikar	slikarjem
slikar	slikarjev
slikar	slikarji
slikar	slikarjih
slikar	slikarju
slikarija	slikarije
slikarjev	slikarjevem
slikarjev	slikarjevim
slikarjev	slikarjevo
slikarka	slikarke
slikarkin	slikarkinega
slikarski	slikarska
slikarski	slikarske
slikarski	slikarskih
slikarski	slikarsko
slikarstvo	slikarstva
slikarstvo	slikarstvom
slikarstvo	slikarstvu
slikati	slika
slikati	slikajo
slikati	slikajte
slikati	slikal
slikati	slikali
slikati	slikalo
slikati	slikate
slikica	slikico
slikopleskarstvo	slikopleskarstvu
slikoven	slikovna
slikoven	slikovne
slikoven	slikovnega
slikoven	slikovni
slikoven	slikovnih
slikoven	slikovno
slikovit	najslikovitejših
slikovit	slikovita
slikovit	slikovitega
slikovit	slikoviti
slikovit	slikovitih
slikovit	slikovito
slina	sline
slina	slini
slina	slino
slinast	slinasta
slinast	slinasto
slinav	slinava
slinav	slinave
slinav	slinavega
slinav	slinavem
slinav	slinavemu
slinav	slinavi
slinav	slinavih
slinav	slinavim
slinav	slinavima
slinav	slinavimi
slinav	slinavo
slinavka	slinavke
slinavka	slinavki
slinavka	slinavko
sliniti	slinimo
sliniti	slinita
slišan	slišane
slišati	slišal
slišati	slišala
slišati	slišali
slišati	slišalo
slišati	sliši
slišati	slišijo
slišati	slišim
slišati	slišimo
slišati	slišiš
slišati	slišite
slišati	slišiva
slišati	slišu
slišeč	slišečo
slišnost	slišnosti
sliva	sliv
sliva	slivami
sliva	slive
slivniški	slivniške
slivovka	slivovko
sljudnat	sljudnate
Slo.	Slo
Slobodan	Slobodana
sloboden	slobodna
slog	sloga
slog	sloge
slog	slogi
slog	slogih
slog	slogov
slog	slogu
sloga	sloge
sloga	slogi
slogan	slogana
slogan	slogane
slogan	sloganom
slogoven	slogovne
slogovnica	slogovnice
sloj	sloja
sloj	sloje
sloj	slojem
sloj	slojev
sloj	sloji
sloj	slojih
sloj	sloju
slojevit	slojevitih
slok	sloka
slok	sloke
slok	slokega
slok	slokem
slok	slokemu
slok	sloki
slok	slokih
slok	slokim
slok	slokima
slok	slokimi
slok	sloko
slon	slona
slon	slone
slon	sloni
slon	slonov
slonarica	slonarico
sloneč	slonečega
sloneti	slonel
sloneti	slonela
sloneti	sloni
sloneti	slonijo
sloneti	slonim
slonov	slonove
slonov	slonovo
Slovak	Slovaki
Slovan	Slovana
Slovan	Slovanom
Slovan	Slovanu
slovanski	slovanska
slovanski	slovanske
slovanski	slovanskega
slovanski	slovanskih
slovanski	slovansko
slovar	slovarja
slovar	slovarjem
slovar	slovarju
slovarček	slovarčku
Slovaška	Slovaške
Slovaška	Slovaško
slovaški	slovaške
slovaški	slovaškem
slovaški	slovaških
slovaški	slovaško
Slovaško	Slovaškem
sloveč	slovečega
sloveč	sloveči
Slovenc	Slovence
Slovenec	Slovenca
Slovenec	Slovence
Slovenec	Slovencem
Slovenec	Slovencev
Slovenec	Slovenci
Slovenec	Slovencih
Slovenija	Slovenije
Slovenija	Sloveniji
Slovenija	Slovenijo
slovenje	slovenj
slovenje	slovenja
slovenje	slovenjem
slovenje	slovenjema
slovenje	slovenji
slovenje	slovenjih
slovenje	slovenju
slovenjegrajski	slovenjegrajskemu
slovenjen	slovenjeni
slovenjgraški	slovenjgraške
slovenjgraški	slovenjgraškem
slovenjgraški	slovenjgraško
Slovenka	Slovenk
Slovenka	Slovenkami
Slovenka	Slovenko
slovenščina	slovenščine
slovenščina	slovenščini
slovenščina	slovenščino
slovenski	slovenska
slovenski	slovenske
slovenski	slovenskega
slovenski	slovenskem
slovenski	slovenskemu
slovenski	slovenskih
slovenski	slovenskim
slovenski	slovenskima
slovenski	slovenskimi
slovenski	slovensko
Slovensko	Slovenskem
slovenskogoriški	slovenskogoriška
slovenstvo	slovenstva
slovenstvo	slovenstvu
sloves	slovesa
sloves	slovesu
slovesen	slovesna
slovesen	slovesne
slovesen	slovesnega
slovesen	slovesni
slovesen	slovesnih
slovesen	slovesno
slovesnost	slovesnosti
slovesnost	slovesnostih
slovesnost	slovesnostjo
slovesnost	slovesnostmi
sloveti	slovel
sloveti	sloveli
sloveti	slovi
sloveti	slovijo
Slovin	Slovina
Slovin	Slovinom
slovit	slovita
slovit	slovite
slovit	slovitega
slovit	slovitem
slovit	sloviti
slovit	slovitih
slovit	slovitimi
slovnica	slovnice
slovnica	slovnico
slovničen	slovnična
slovničen	slovnične
slovničen	slovničnih
slovničen	slovničnim
slovo	slovesa
slovo	slovesu
slovstven	slovstvena
slovstven	slovstvene
slovstven	slovstvenimi
slovstven	slovstveno
složen	složnejša
složen	složni
slučaj	slučajih
slučajen	slučajnih
slučajen	slučajno
sluh	sluha
sluhovod	sluhovodu
slušalka	slušalke
slušalka	slušalki
slušalka	slušalko
slušatelj	slušateljem
slušatelj	slušateljev
slušen	slušne
slušen	slušnega
slušen	slušnem
slušen	slušni
slušen	slušnih
slušen	slušnim
sluteč	sluteče
sluteč	slutečega
sluteč	slutečemu
slutiti	slutil
slutiti	slutila
slutiti	slutili
slutiti	slutimo
slutnja	slutnje
slutnja	slutnji
slutnja	slutnjo
služabnik	služabniki
služabnik	služabnikov
sluzast	sluzasta
sluzast	sluzaste
sluzast	sluzastega
sluzast	sluzastem
sluzast	sluzastemu
sluzast	sluzasti
sluzast	sluzastih
sluzast	sluzastim
sluzast	sluzastima
sluzast	sluzastimi
sluzast	sluzasto
sluzav	sluzava
sluzav	sluzave
sluzav	sluzavega
sluzav	sluzavem
sluzav	sluzavemu
sluzav	sluzavi
sluzav	sluzavih
sluzav	sluzavim
sluzav	sluzavima
sluzav	sluzavimi
sluzav	sluzavo
služba	služb
služba	službah
služba	službam
služba	službami
služba	službe
služba	službi
služba	službo
služben	službene
služben	službenega
služben	službenem
služben	službeni
služben	službenih
služben	službenimi
služben	službeno
službovanje	službovanja
službovanje	službovanjem
službovanje	službovanju
službovati	službuje
službujoč	službujočimi
služenje	služenja
služenje	služenju
služiti	služ
služiti	služi
služiti	služijo
služiti	služil
služiti	služila
služiti	služile
služiti	služili
služiti	služilo
služiti	služit
služkinja	služkinje
služkinja	služkinjo
sluznica	sluznic
sluznica	sluznice
sluznica	sluznici
sluznica	sluznico
sluznik	sluznikov
Šmajs	Šmajsa
šmaren	šmarna
šmaren	šmarni
šmaren	šmarno
šmarješki	šmarješke
šmarješki	šmarjeških
Šmarjeta	Šmarjeti
Šmarjeta	Šmarjeto
smart	smartom
šmartinski	šmartinskem
Šmartno	Šmartna
Šmartno	Šmartnega
Šmartno	Šmartnem
smatrati	smatrajo
smatrati	smatral
smatrati	smatrali
smatrati	smatrate
smeh	smeha
smeh	smehom
smehljaj	smehljaja
smehljaj	smehljajem
smehljaj	smehljajev
smehljati	smehlja
smehljati	smehljajo
smehljati	smehljal
smehljati	smehljali
smejati	smejal
smejati	smejala
smejati	smejale
smejati	smejali
smejati	smeje
smejati	smejejo
smejati	smejem
smejati	smejemo
smejati	smeji
smejati	smejijo
smejati	smejimo
smejati	smejite
smejati	smejte
smel	smelejše
smer	smereh
smer	smerema
smer	smeri
smer	smerjo
smeren	smernega
smeren	smernem
smeren	smerni
smeren	smernim
smeren	smernimi
smeren	smerno
smernica	smernic
smernica	smernicam
smernica	smernicami
smernica	smernice
smernik	smernika
smerokaz	smerokazi
smerokaz	smerokazom
smešen	smešna
smešen	smešne
smešen	smešni
smešen	smešnih
smešen	smešno
smešiti	smeši
smet	smeteh
smet	smeti
smet	smetmi
smetana	smetane
smetana	smetani
smetana	smetano
smetanov	smetanove
smetanov	smetanovi
smetar	smetarjev
smetar	smetarji
smeti	sme
smeti	smejo
smeti	smel
smeti	smela
smeti	smele
smeti	smeli
smeti	smelo
smeti	smem
smeti	smemo
smeti	smeš
smeti	smeta
smeti	smete
smetišče	smetišča
smetišče	smetišču
smetiščen	smetiščna
smetiščen	smetiščno
smetnjak	smetnjake
smetnjak	smetnjakih
Šmihel	Šmihela
Šmihel	Šmihelu
šmihelski	šmihelske
Šmiklavž	Šmiklavža
Šmiklavž	Šmiklavžu
smiliti	smilijo
smiliti	smilil
smiliti	smilila
smiliti	smilili
šminka	šminke
šminka	šminki
šminkati	šminka
smirkov	smirkova
smirkov	smirkove
smirkov	smirkovega
smirkov	smirkovem
smirkov	smirkovemu
smirkov	smirkovi
smirkov	smirkovih
smirkov	smirkovim
smirkov	smirkovima
smirkov	smirkovimi
smirkov	smirkovo
smisel	smisla
smisel	smislu
smiseln	smiselna
smiseln	smiselne
smiseln	smiselnega
smiseln	smiselni
smiseln	smiselno
smiselnost	smiselnosti
Šmitek	Šmitka
Smith	Smitha
Smodiš	Smodiša
smodnik	smodnika
smodnik	smodnikom
smoking	smokingih
smokva	smokev
smola	smole
smola	smoli
smola	smolo
smolnat	smolnata
smolnat	smolnate
smolnat	smolnatega
smolnat	smolnatem
smolnat	smolnatemu
smolnat	smolnati
smolnat	smolnatih
smolnat	smolnatim
smolnat	smolnatima
smolnat	smolnatimi
smolnat	smolnato
smoter	smotra
smoter	smotre
smotka	smotko
smotrn	smotrnega
smotrn	smotrno
smotrnost	smotrnosti
smrad	smradu
smrčati	smrči
smrček	smrčke
smrdeč	smrdeče
smrdeč	smrdečem
smrdeč	smrdečo
smrdeti	smrdel
smrdeti	smrdele
smrdeti	smrdeli
smrdeti	smrdelo
smrdeti	smrdi
smrdeti	smrdijo
smrdljiv	smrdljivega
smrdljiv	smrdljivi
smrdljiv	smrdljivih
smrdljiv	smrdljivim
smrečica	smrečice
smrečje	smrečju
smreka	smrek
smreka	smrekah
smreka	smreke
smreka	smreko
Smrekarjev	Smrekarjeva
smrekov	smrekove
smrekov	smrekovega
smrekov	smrekovi
smrekov	smrekovo
smrkati	smrka
smrkati	smrkaj
smrkati	smrkajmo
smrkati	smrkajo
smrkati	smrkajta
smrkati	smrkajte
smrkati	smrkajva
smrkati	smrkal
smrkati	smrkala
smrkati	smrkale
smrkati	smrkali
smrkati	smrkalo
smrkati	smrkam
smrkati	smrkamo
smrkati	smrkaš
smrkati	smrkat
smrkati	smrkata
smrkati	smrkate
smrkati	smrkava
smrkav	smrkava
smrkav	smrkave
smrkav	smrkavega
smrkav	smrkavem
smrkav	smrkavemu
smrkav	smrkavi
smrkav	smrkavih
smrkav	smrkavim
smrkav	smrkavima
smrkav	smrkavimi
smrkav	smrkavo
smrkavec	smrkavci
smrkec	smrkca
smrkec	smrkci
smrt	smrti
smrt	smrtjo
smrten	smrtna
smrten	smrtne
smrten	smrtnem
smrten	smrtni
smrten	smrtnih
smrten	smrtnim
smrten	smrtnimi
smrten	smrtno
smrtnik	smrtniki
smrtnik	smrtnikov
smrtnikov	smrtnikova
smrtnikov	smrtnikove
smrtnikov	smrtnikovega
smrtnikov	smrtnikovem
smrtnikov	smrtnikovemu
smrtnikov	smrtnikovi
smrtnikov	smrtnikovih
smrtnikov	smrtnikovim
smrtnikov	smrtnikovima
smrtnikov	smrtnikovimi
smrtnikov	smrtnikovo
smrtnonosen	smrtnonosnemu
smrtnost	smrtnosti
smrtonosen	smrtonosna
smrtonosen	smrtonosne
smrtonosen	smrtonosni
smrtonosen	smrtonosnih
smrtonosen	smrtonosnim
smrtonosen	smrtonosno
smuč	smučeh
smuč	smuči
smučanje	smučanja
smučanje	smučanjem
smučanje	smučanju
smučar	smučarja
smučar	smučarje
smučar	smučarjem
smučar	smučarjev
smučar	smučarji
smučarija	smučariji
smučarija	smučarijo
smučarka	smučark
smučarka	smučarke
smučarka	smučarki
smučarka	smučarko
smučarski	smučarska
smučarski	smučarske
smučarski	smučarskega
smučarski	smučarskem
smučarski	smučarskih
smučarski	smučarskim
smučarski	smučarskimi
smučarski	smučarsko
smučati	smuča
smučati	smučal
smučati	smučala
smučati	smučale
smučati	smučat
smuči	smučeh
smučina	smučin
smučina	smučine
smučina	smučini
smučišče	smučišč
smučišče	smučišča
smučišče	smučiščih
smučišče	smučišču
smučka	smučke
smuk	smuka
smuk	smuku
smuka	smuke
smuka	smuko
smukač	smukači
smukati	smuka
smukati	smukal
smukec	smukca
smukniti	smuknil
smukniti	smuknila
smukniti	smuknili
snaga	snage
snaga	snago
snažen	snažni
sneg	snega
sneg	snegom
sneg	snegu
snemalec	snemalcev
snemalec	snemalci
snemalen	snemalne
snemalen	snemalnem
sneman	snemana
snemanje	snemanja
snemanje	snemanjem
snemanje	snemanjih
snemanje	snemanju
snemati	snema
snemati	snemajo
snemati	snemal
snemati	snemala
snemati	snemali
snemati	snemamo
snemati	snemaš
snemati	snemat
snemljiv	snemljiva
snesti	snedlo
snet	sneta
snet	snete
snet	snetega
snet	snetem
snet	snetemu
snet	sneti
snet	snetih
snet	snetim
snet	snetima
snet	snetimi
snet	sneto
sneti	snamem
sneti	snamemo
sneti	snamete
sneti	snel
sneti	snela
sneti	sneli
snežak	snežaka
snežak	snežaki
snežen	sneženega
snežen	sneženimi
snežen	snežna
snežen	snežne
snežen	snežnem
snežen	snežni
snežen	snežnih
snežen	snežnim
snežen	snežnimi
snežen	snežno
sneženje	sneženja
snežinka	snežinke
snežinka	snežinko
snežišče	snežiščih
snežiti	sneži
snežiti	snežilo
snežniški	snežniških
snidenje	snidenju
sniti	sešla
sniti	sešli
sniti	snidemo
snob	snobov
snop	snopi
snop	snopov
šnopec	šnopci
